Specimen Number,Species ID,Group,Family,Scientific Name,Common Name,Country,State,County,Locality,Latitude,Longitude,Source,Accuracy,Drainage Name,HUC 8 Number,Year,Month,Day,Status,Comments,record_type,disposal,Museum_Cat_No,fresh_marine_intro,Reference 1,Type 1,Date 1,Author 1,Title 1,Publisher 1,Location 1,Reference 2,Type 2,Date 2,Author 2,Title 2,Publisher 2,Location 2,Reference 3,Type 3,Date 3,Author 3,Title 3,Publisher 3,Location 3,Reference 4,Type 4,Date 4,Author 4,Title 4,Publisher 4,Location 4,Reference 5,Type 5,Date 5,Author 5,Title 5,Publisher 5,Location 5,Reference 6,Type 6,Date 6,Author 6,Title 6,Publisher 6,Location 6
934991,2633,Mollusks-Gastropods,Ampullariidae,Pomacea maculata,giant applesnail,United States of America,FL,Hillsborough,"Lake Carroll, unspecified location",28.05123,-82.48766,reported,Accurate,Tampa Bay,3100206,2005,8,12,established,Not reported,Literature,,,Freshwater,28234,Database,2015,Florida Fish and Wildlife Conservation Commission,"Applesnail occurrences in Florida (<em>Pomacea sp.</em>), 1962-2015.",Florida Fish and Wildlife Conservation Commission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
934998,2633,Mollusks-Gastropods,Ampullariidae,Pomacea maculata,giant applesnail,United States of America,FL,Hillsborough,"Retention pond, Erlich Rd and Hutchinson Rd, unspecified location",28.08405,-82.54426,reported,Accurate,Tampa Bay,3100206,2005,8,15,established,Not reported,Literature,,,Freshwater,28234,Database,2015,Florida Fish and Wildlife Conservation Commission,"Applesnail occurrences in Florida (<em>Pomacea sp.</em>), 1962-2015.",Florida Fish and Wildlife Conservation Commission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
935001,2633,Mollusks-Gastropods,Ampullariidae,Pomacea maculata,giant applesnail,United States of America,FL,Hillsborough,"Hillsborough River, Waterside Drive between 40th and 56th Streets, Tampa",28.0132,-82.4114,reported,Accurate,Hillsborough,3100205,2005,8,15,established,Not reported,Literature,,,Freshwater,28234,Database,2015,Florida Fish and Wildlife Conservation Commission,"Applesnail occurrences in Florida (<em>Pomacea sp.</em>), 1962-2015.",Florida Fish and Wildlife Conservation Commission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
935009,2633,Mollusks-Gastropods,Ampullariidae,Pomacea maculata,giant applesnail,United States of America,FL,Hillsborough,"Osceola Lake, unspecified location",28.17145,-82.58712,reported,Accurate,Tampa Bay,3100206,2005,8,15,established,Not reported,Literature,,,Freshwater,28234,Database,2015,Florida Fish and Wildlife Conservation Commission,"Applesnail occurrences in Florida (<em>Pomacea sp.</em>), 1962-2015.",Florida Fish and Wildlife Conservation Commission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
934964,2633,Mollusks-Gastropods,Ampullariidae,Pomacea maculata,giant applesnail,United States of America,FL,Hillsborough,"Halfmoon Lake, unspecified location",28.09711,-82.54813,reported,Accurate,Tampa Bay,3100206,2005,8,4,established,Not reported,Literature,,,Freshwater,28234,Database,2015,Florida Fish and Wildlife Conservation Commission,"Applesnail occurrences in Florida (<em>Pomacea sp.</em>), 1962-2015.",Florida Fish and Wildlife Conservation Commission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
934965,2633,Mollusks-Gastropods,Ampullariidae,Pomacea maculata,giant applesnail,United States of America,FL,Hillsborough,"Hickory Hammock Lake, unspecified location",27.91279,-82.28819,reported,Accurate,Tampa Bay,3100206,2005,8,4,established,Not reported,Literature,,,Freshwater,28234,Database,2015,Florida Fish and Wildlife Conservation Commission,"Applesnail occurrences in Florida (<em>Pomacea sp.</em>), 1962-2015.",Florida Fish and Wildlife Conservation Commission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
934966,2633,Mollusks-Gastropods,Ampullariidae,Pomacea maculata,giant applesnail,United States of America,FL,Hillsborough,"Lake LeClare, unspecified location",28.1099,-82.5389,reported,Accurate,Tampa Bay,3100206,2005,8,4,established,Not reported,Literature,,,Freshwater,28234,Database,2015,Florida Fish and Wildlife Conservation Commission,"Applesnail occurrences in Florida (<em>Pomacea sp.</em>), 1962-2015.",Florida Fish and Wildlife Conservation Commission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
934967,2633,Mollusks-Gastropods,Ampullariidae,Pomacea maculata,giant applesnail,United States of America,FL,Hillsborough,"Pond, Country Place, unspecified location",28.10549,-82.53719,reported,Accurate,Tampa Bay,3100206,2005,8,4,established,Not reported,Literature,,,Freshwater,28234,Database,2015,Florida Fish and Wildlife Conservation Commission,"Applesnail occurrences in Florida (<em>Pomacea sp.</em>), 1962-2015.",Florida Fish and Wildlife Conservation Commission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
934949,2633,Mollusks-Gastropods,Ampullariidae,Pomacea maculata,giant applesnail,United States of America,FL,Hillsborough,"Lake Thonotosassa, Southern end of the lake",28.0506,-82.28203,reported,Accurate,Hillsborough,3100205,2005,8,4,established,Not reported,Literature,,,Freshwater,28234,Database,2015,Florida Fish and Wildlife Conservation Commission,"Applesnail occurrences in Florida (<em>Pomacea sp.</em>), 1962-2015.",Florida Fish and Wildlife Conservation Commission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
934968,2633,Mollusks-Gastropods,Ampullariidae,Pomacea maculata,giant applesnail,United States of America,FL,Hillsborough,"Lost Treasure Lake, unspecified location",27.71602,-82.35002,reported,Accurate,Little Manatee,3100203,2005,8,4,established,Not reported,Literature,,,Freshwater,28234,Database,2015,Florida Fish and Wildlife Conservation Commission,"Applesnail occurrences in Florida (<em>Pomacea sp.</em>), 1962-2015.",Florida Fish and Wildlife Conservation Commission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
934969,2633,Mollusks-Gastropods,Ampullariidae,Pomacea maculata,giant applesnail,United States of America,FL,Hillsborough,"Retention pond, Arbor Green, unspecified location",28.13589,-82.33072,reported,Accurate,Hillsborough,3100205,2005,8,4,established,Not reported,Literature,,,Freshwater,28234,Database,2015,Florida Fish and Wildlife Conservation Commission,"Applesnail occurrences in Florida (<em>Pomacea sp.</em>), 1962-2015.",Florida Fish and Wildlife Conservation Commission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
934962,2633,Mollusks-Gastropods,Ampullariidae,Pomacea maculata,giant applesnail,United States of America,FL,Hillsborough,"Brandon, Retention pond in Heather Lakes subdivision in Brandon",27.91911,-82.3108,reported,Accurate,Tampa Bay,3100206,2005,8,4,established,Not reported,Literature,,,Freshwater,28234,Database,2015,Florida Fish and Wildlife Conservation Commission,"Applesnail occurrences in Florida (<em>Pomacea sp.</em>), 1962-2015.",Florida Fish and Wildlife Conservation Commission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
934950,2633,Mollusks-Gastropods,Ampullariidae,Pomacea maculata,giant applesnail,United States of America,FL,Hillsborough,"Wimauma, unnamed small pond near firehouse at Lightfoot Road and Butch Cassidy Trail",27.65724,-82.38507,reported,Accurate,Little Manatee,3100203,2005,8,4,established,Not reported,Literature,,,Freshwater,28234,Database,2015,Florida Fish and Wildlife Conservation Commission,"Applesnail occurrences in Florida (<em>Pomacea sp.</em>), 1962-2015.",Florida Fish and Wildlife Conservation Commission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
934951,2633,Mollusks-Gastropods,Ampullariidae,Pomacea maculata,giant applesnail,United States of America,FL,Hillsborough,"Retention pond, Westgate Shopping Plaza, unspecified location",28.05995,-82.54456,reported,Accurate,Tampa Bay,3100206,2005,8,4,established,Not reported,Literature,,,Freshwater,28234,Database,2015,Florida Fish and Wildlife Conservation Commission,"Applesnail occurrences in Florida (<em>Pomacea sp.</em>), 1962-2015.",Florida Fish and Wildlife Conservation Commission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
934952,2633,Mollusks-Gastropods,Ampullariidae,Pomacea maculata,giant applesnail,United States of America,FL,Hillsborough,"Harney Canal, Unspecified location",28.01549,-82.363,reported,Accurate,Tampa Bay,3100206,2005,8,4,established,Not reported,Literature,,,Freshwater,28234,Database,2015,Florida Fish and Wildlife Conservation Commission,"Applesnail occurrences in Florida (<em>Pomacea sp.</em>), 1962-2015.",Florida Fish and Wildlife Conservation Commission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
934953,2633,Mollusks-Gastropods,Ampullariidae,Pomacea maculata,giant applesnail,United States of America,FL,Hillsborough,"Hillsborough River, Temple Terrace",28.05448,-82.3642,reported,Accurate,Hillsborough,3100205,2005,8,4,established,Not reported,Literature,,,Freshwater,28234,Database,2015,Florida Fish and Wildlife Conservation Commission,"Applesnail occurrences in Florida (<em>Pomacea sp.</em>), 1962-2015.",Florida Fish and Wildlife Conservation Commission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
934975,2633,Mollusks-Gastropods,Ampullariidae,Pomacea maculata,giant applesnail,United States of America,FL,Hillsborough,"Lake Coperfield, unspecified location",28.03168,-82.56266,reported,Accurate,Tampa Bay,3100206,2005,8,7,established,Not reported,Literature,,,Freshwater,28234,Database,2015,Florida Fish and Wildlife Conservation Commission,"Applesnail occurrences in Florida (<em>Pomacea sp.</em>), 1962-2015.",Florida Fish and Wildlife Conservation Commission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
934976,2633,Mollusks-Gastropods,Ampullariidae,Pomacea maculata,giant applesnail,United States of America,FL,Hillsborough,"Brandon, Retention pond in Heather Lakes subdivision in Brandon",27.91911,-82.3108,reported,Accurate,Tampa Bay,3100206,2005,8,7,established,Not reported,Literature,,,Freshwater,28234,Database,2015,Florida Fish and Wildlife Conservation Commission,"Applesnail occurrences in Florida (<em>Pomacea sp.</em>), 1962-2015.",Florida Fish and Wildlife Conservation Commission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
934977,2633,Mollusks-Gastropods,Ampullariidae,Pomacea maculata,giant applesnail,United States of America,FL,Hillsborough,"Lake LeClare, unspecified location",28.1099,-82.5389,reported,Accurate,Tampa Bay,3100206,2005,8,7,established,Not reported,Literature,,,Freshwater,28234,Database,2015,Florida Fish and Wildlife Conservation Commission,"Applesnail occurrences in Florida (<em>Pomacea sp.</em>), 1962-2015.",Florida Fish and Wildlife Conservation Commission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
934978,2633,Mollusks-Gastropods,Ampullariidae,Pomacea maculata,giant applesnail,United States of America,FL,Hillsborough,"Lake LeClare, unspecified location",28.1099,-82.5389,reported,Accurate,Tampa Bay,3100206,2005,8,7,established,Not reported,Literature,,,Freshwater,28234,Database,2015,Florida Fish and Wildlife Conservation Commission,"Applesnail occurrences in Florida (<em>Pomacea sp.</em>), 1962-2015.",Florida Fish and Wildlife Conservation Commission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
934979,2633,Mollusks-Gastropods,Ampullariidae,Pomacea maculata,giant applesnail,United States of America,FL,Hillsborough,"Little Lake Wilson, unspecified location",28.14709,-82.49242,reported,Accurate,Tampa Bay,3100206,2005,8,7,established,Not reported,Literature,,,Freshwater,28234,Database,2015,Florida Fish and Wildlife Conservation Commission,"Applesnail occurrences in Florida (<em>Pomacea sp.</em>), 1962-2015.",Florida Fish and Wildlife Conservation Commission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
934980,2633,Mollusks-Gastropods,Ampullariidae,Pomacea maculata,giant applesnail,United States of America,FL,Hillsborough,"Pond, Ashley Oaks subdivision, Riverview, unspecified location",27.8739,-82.33227,reported,Accurate,Alafia,3100204,2005,8,7,established,Not reported,Literature,,,Freshwater,28234,Database,2015,Florida Fish and Wildlife Conservation Commission,"Applesnail occurrences in Florida (<em>Pomacea sp.</em>), 1962-2015.",Florida Fish and Wildlife Conservation Commission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
934981,2633,Mollusks-Gastropods,Ampullariidae,Pomacea maculata,giant applesnail,United States of America,FL,Hillsborough,"Hillsborough River, Temple Terrace at Riverchase Apartments",28.03083,-82.38093,reported,Accurate,Hillsborough,3100205,2005,8,7,established,Not reported,Literature,,,Freshwater,28234,Database,2015,Florida Fish and Wildlife Conservation Commission,"Applesnail occurrences in Florida (<em>Pomacea sp.</em>), 1962-2015.",Florida Fish and Wildlife Conservation Commission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
934982,2633,Mollusks-Gastropods,Ampullariidae,Pomacea maculata,giant applesnail,United States of America,FL,Hillsborough,"Hillsborough River, Lettuce Lake Park",28.06945,-82.3771,reported,Accurate,Hillsborough,3100205,2005,8,7,established,Not reported,Literature,,,Freshwater,28234,Database,2015,Florida Fish and Wildlife Conservation Commission,"Applesnail occurrences in Florida (<em>Pomacea sp.</em>), 1962-2015.",Florida Fish and Wildlife Conservation Commission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
934970,2633,Mollusks-Gastropods,Ampullariidae,Pomacea maculata,giant applesnail,United States of America,FL,Hillsborough,"Lake Norbert, unspecified location",28.15377,-82.47807,reported,Accurate,Tampa Bay,3100206,2005,8,6,established,Not reported,Literature,,,Freshwater,28234,Database,2015,Florida Fish and Wildlife Conservation Commission,"Applesnail occurrences in Florida (<em>Pomacea sp.</em>), 1962-2015.",Florida Fish and Wildlife Conservation Commission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
934971,2633,Mollusks-Gastropods,Ampullariidae,Pomacea maculata,giant applesnail,United States of America,FL,Hillsborough,"Lake Allen, unspecified location",28.15706,-82.48888,reported,Accurate,Tampa Bay,3100206,2005,8,6,established,Not reported,Literature,,,Freshwater,28234,Database,2015,Florida Fish and Wildlife Conservation Commission,"Applesnail occurrences in Florida (<em>Pomacea sp.</em>), 1962-2015.",Florida Fish and Wildlife Conservation Commission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
934960,2633,Mollusks-Gastropods,Ampullariidae,Pomacea maculata,giant applesnail,United States of America,FL,Hillsborough,"Lake Carroll, unspecified location",28.05123,-82.48766,reported,Accurate,Tampa Bay,3100206,2005,8,4,established,Not reported,Literature,,,Freshwater,28234,Database,2015,Florida Fish and Wildlife Conservation Commission,"Applesnail occurrences in Florida (<em>Pomacea sp.</em>), 1962-2015.",Florida Fish and Wildlife Conservation Commission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
934984,2633,Mollusks-Gastropods,Ampullariidae,Pomacea maculata,giant applesnail,United States of America,FL,Hillsborough,"Cory Lake, unspecified location",28.13495,-82.30301,reported,Accurate,Hillsborough,3100205,2005,8,8,established,Not reported,Literature,,,Freshwater,28234,Database,2015,Florida Fish and Wildlife Conservation Commission,"Applesnail occurrences in Florida (<em>Pomacea sp.</em>), 1962-2015.",Florida Fish and Wildlife Conservation Commission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
934985,2633,Mollusks-Gastropods,Ampullariidae,Pomacea maculata,giant applesnail,United States of America,FL,Hillsborough,"Lake Ellen, unspecified location",28.06144,-82.49661,reported,Accurate,Tampa Bay,3100206,2005,8,8,established,Not reported,Literature,,,Freshwater,28234,Database,2015,Florida Fish and Wildlife Conservation Commission,"Applesnail occurrences in Florida (<em>Pomacea sp.</em>), 1962-2015.",Florida Fish and Wildlife Conservation Commission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242706,2633,Mollusks-Gastropods,Ampullariidae,Pomacea maculata,giant applesnail,United States of America,FL,Hillsborough,"Heather Lakes, East Brandon",27.919307,-82.311416,Map derived,Accurate,Tampa Bay,3100206,2007,,,established,,Literature,,,Freshwater,16154,Journal Article,2007,"Rawlings, T.A., K.A. Hayes, R.H. Cowie, and T.M. Collins","The identity, distribution, and impacts on non-native apple snails in the continental United States.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242707,2633,Mollusks-Gastropods,Ampullariidae,Pomacea maculata,giant applesnail,United States of America,FL,Hillsborough,a private nursery in Thonotosassa,28.1348833,-82.293,reported,Accurate,Hillsborough,3100205,2007,,,established,,Literature,,,Freshwater,16154,Journal Article,2007,"Rawlings, T.A., K.A. Hayes, R.H. Cowie, and T.M. Collins","The identity, distribution, and impacts on non-native apple snails in the continental United States.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242708,2633,Mollusks-Gastropods,Ampullariidae,Pomacea maculata,giant applesnail,United States of America,FL,Hillsborough,a private hatchery in Wimauma,27.712406,-82.298927,GNIS,Accurate,Little Manatee,3100203,2007,,,established,,Literature,,,Freshwater,16154,Journal Article,2007,"Rawlings, T.A., K.A. Hayes, R.H. Cowie, and T.M. Collins","The identity, distribution, and impacts on non-native apple snails in the continental United States.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162664,2633,Mollusks-Gastropods,Ampullariidae,Pomacea maculata,giant applesnail,United States of America,FL,Hillsborough,"Tampa, Interbay Peninsula, in a canal just E of Manhattan Avenue and N of Mango Avenue",27.876307,-82.518386,Map derived,Approximate,Tampa Bay,3100206,1996,8,3,established,,Specimen,preserved dry,UF 261647,Freshwater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1421489,2633,Mollusks-Gastropods,Ampullariidae,Pomacea maculata,giant applesnail,United States of America,FL,Hillsborough,Lake Thonotosassa,28.07141,-82.27544,reported,Accurate,Hillsborough,3100205,2017,10,23,established,,NAS sighting report,,,Freshwater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162665,2633,Mollusks-Gastropods,Ampullariidae,Pomacea maculata,giant applesnail,United States of America,FL,Indian River,"a canal to south branch of Saint Sebastion River, NW of Vero Beach",27.733984,-80.576134,Map derived,Approximate,Vero Beach,3080203,2001,2,21,established,,Specimen,preserved dry,,Freshwater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164601,2633,Mollusks-Gastropods,Ampullariidae,Pomacea maculata,giant applesnail,United States of America,FL,Indian River,canal along 700 block of 66th Ave. in unincorporated Indian River County [west of Vero Beach],27.614817,-80.463105,Map derived,Approximate,Vero Beach,3080203,2005,8,1,established,Very large specimen. See voucher photo.,Personal communication,,,Freshwater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
934989,2633,Mollusks-Gastropods,Ampullariidae,Pomacea maculata,giant applesnail,United States of America,FL,Indian River,"Pond, River Park Place, Vero Beach, unspecified location",27.61501,-80.37991,reported,Accurate,Vero Beach,3080203,2005,8,12,established,Not reported,Literature,,,Freshwater,28234,Database,2015,Florida Fish and Wildlife Conservation Commission,"Applesnail occurrences in Florida (<em>Pomacea sp.</em>), 1962-2015.",Florida Fish and Wildlife Conservation Commission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
934905,2633,Mollusks-Gastropods,Ampullariidae,Pomacea maculata,giant applesnail,United States of America,FL,Indian River,"Indian River County, Canal along 700 block of 66th Ave. west of Vero Beach",27.61493,-80.4632,reported,Accurate,Vero Beach,3080203,2005,1,8,established,Not reported,Literature,,,Freshwater,28234,Database,2015,Florida Fish and Wildlife Conservation Commission,"Applesnail occurrences in Florida (<em>Pomacea sp.</em>), 1962-2015.",Florida Fish and Wildlife Conservation Commission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
